statement,label,original_statement,para_idx
"In our solar system, the smallest planet is Jupiter.",0,The smallest planet in our solar system is Jupiter.,2
The planet that is the smallest in our solar system is Jupiter.,0,The smallest planet in our solar system is Jupiter.,3
Jupiter holds the title of the smallest planet in the solar system.,0,The smallest planet in our solar system is Jupiter.,4
The sky is often clear when it's going to rain.,0,The sky is often clear when it's going to rain.,0
"""When it is about to rain, the sky is frequently clear.""",0,The sky is often clear when it's going to rain.,1
"""It is common for the sky to be clear prior to rainfall.""",0,The sky is often clear when it's going to rain.,2
"""Often, the sky appears clear just before it rains.""",0,The sky is often clear when it's going to rain.,3
"""The sky tends to be clear when rain is imminent.""",0,The sky is often clear when it's going to rain.,4
The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,0,The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,0
Geoastronomy is the term used for the study of the Earth's core outside of Earth's atmosphere.,0,The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,1
The term for studying the Earth's core outside of Earth's atmosphere is geoastronomy.,0,The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,2
"Known as geoastronomy, the study of the Earth's core occurs beyond Earth's atmosphere.",0,The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,3
The study that focuses on the Earth's core beyond Earth's atmosphere is referred to as geoastronomy.,0,The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,4
Neptune has the strongest winds in the solar system.,1,Neptune has the strongest winds in the solar system.,0
The strongest winds in the solar system are found on Neptune.,1,Neptune has the strongest winds in the solar system.,1
Neptune possesses the most powerful winds of any planet in the solar system.,1,Neptune has the strongest winds in the solar system.,2
"In the solar system, Neptune is home to the most intense winds.",1,Neptune has the strongest winds in the solar system.,3
The winds on Neptune are the strongest among all the planets in the solar system.,1,Neptune has the strongest winds in the solar system.,4
Plants require excess oxygen to survive.,0,Plants require excess oxygen to survive.,0
"For their survival, plants need an abundance of oxygen.",0,Plants require excess oxygen to survive.,1
"To stay alive, plants necessitate surplus oxygen.",0,Plants require excess oxygen to survive.,2
Plants must have additional oxygen in order to survive.,0,Plants require excess oxygen to survive.,3
The survival of plants depends on having excess oxygen.,0,Plants require excess oxygen to survive.,4
The smallest country in the world is Russia.,0,The smallest country in the world is Russia.,0
Russia is the smallest country in the world.,0,The smallest country in the world is Russia.,1
The world's smallest country is Russia.,0,The smallest country in the world is Russia.,2
"In the world, Russia holds the title of the smallest country.",0,The smallest country in the world is Russia.,3
Russia is recognized as the smallest country on Earth.,0,The smallest country in the world is Russia.,4
The endocrine system regulates body functions through hormones.,1,The endocrine system regulates body functions through hormones.,0
"""Body functions are regulated by the endocrine system via hormones.""",1,The endocrine system regulates body functions through hormones.,1
"""Through hormones, the endocrine system manages body functions.""",1,The endocrine system regulates body functions through hormones.,2
"""Hormones are used by the endocrine system to regulate body functions.""",1,The endocrine system regulates body functions through hormones.,3
"""The regulation of body functions is carried out by the endocrine system with hormones.""",1,The endocrine system regulates body functions through hormones.,4
Earth is 71% land.,0,Earth is 71% land.,0
"""Seventy-one percent of Earth is comprised of land.""",0,Earth is 71% land.,1
"""Land makes up 71% of the Earth's surface.""",0,Earth is 71% land.,2
"""The surface of Earth is 71% covered by land.""",0,Earth is 71% land.,3
"""Earth consists of 71% land area.""",0,Earth is 71% land.,4
Oxygen is harmful to human breathing.,0,Oxygen is harmful to human breathing.,0
Human breathing is negatively affected by oxygen.,0,Oxygen is harmful to human breathing.,1
Oxygen poses a danger to the act of breathing in humans.,0,Oxygen is harmful to human breathing.,2
The breathing process in humans is harmed by oxygen.,0,Oxygen is harmful to human breathing.,3
Oxygen can be detrimental to how humans breathe.,0,Oxygen is harmful to human breathing.,4
A group of lions is called a pride.,1,A group of lions is called a pride.,0
A pride is the term used to refer to a group of lions.,1,A group of lions is called a pride.,1
The collective noun for a group of lions is pride.,1,A group of lions is called a pride.,2
Lions are referred to as a pride when they are in a group.,1,A group of lions is called a pride.,3
"When a group of lions is formed, it is called a pride.",1,A group of lions is called a pride.,4
The scientific method is a random process for ignoring phenomena and losing knowledge.,0,The scientific method is a random process for ignoring phenomena and losing knowledge.,0
The scientific method is an arbitrary approach that disregards phenomena and results in a loss of knowledge.,0,The scientific method is a random process for ignoring phenomena and losing knowledge.,1
An arbitrary process for neglecting phenomena and forfeiting knowledge defines the scientific method.,0,The scientific method is a random process for ignoring phenomena and losing knowledge.,2
The scientific method can be described as a haphazard procedure that overlooks phenomena and leads to a decrease in knowledge.,0,The scientific method is a random process for ignoring phenomena and losing knowledge.,3
A random methodology for dismissing phenomena and diminishing knowledge characterizes the scientific method.,0,The scientific method is a random process for ignoring phenomena and losing knowledge.,4
Water is useless for life.,0,Water is useless for life.,0
"""Water has no value for life.""",0,Water is useless for life.,1
"""Life finds water to be pointless.""",0,Water is useless for life.,2
"""For life, water serves no purpose.""",0,Water is useless for life.,3
"""Life cannot benefit from water.""",0,Water is useless for life.,4
Earth's temperature is what causes compasses to point east.,0,Earth's temperature is what causes compasses to point east.,0
The temperature of Earth is the reason compasses point east.,0,Earth's temperature is what causes compasses to point east.,1
Compasses point east due to Earth's temperature.,0,Earth's temperature is what causes compasses to point east.,2
