statement,label,original_statement,para_idx
"""Hugh Jackman takes on a role.""",1,Hugh Jackman plays a role.,4
Shraddha Kapoor was directed by Mohit Suri in Aashiqui 2.,1,Shraddha Kapoor was directed by Mohit Suri in Aashiqui 2.,0
"In Aashiqui 2, Mohit Suri directed Shraddha Kapoor.",1,Shraddha Kapoor was directed by Mohit Suri in Aashiqui 2.,1
Mohit Suri was the director of Shraddha Kapoor in Aashiqui 2.,1,Shraddha Kapoor was directed by Mohit Suri in Aashiqui 2.,2
Aashiqui 2 featured Shraddha Kapoor under the direction of Mohit Suri.,1,Shraddha Kapoor was directed by Mohit Suri in Aashiqui 2.,3
"Directed by Mohit Suri, Shraddha Kapoor starred in Aashiqui 2.",1,Shraddha Kapoor was directed by Mohit Suri in Aashiqui 2.,4
Telangana has a capital.,1,Telangana has a capital.,0
"""There is a capital for Telangana.""",1,Telangana has a capital.,1
"""Telangana possesses a capital.""",1,Telangana has a capital.,2
"""A capital exists for Telangana.""",1,Telangana has a capital.,3
"""Telangana is home to a capital.""",1,Telangana has a capital.,4
Snoop Dogg released a soundtrack on Death Row Records for the short film Murder Was the Case.,1,Snoop Dogg released a soundtrack on Death Row Records for the short film Murder Was the Case.,0
"""For the short film Murder Was the Case, Snoop Dogg released a soundtrack under Death Row Records.""",1,Snoop Dogg released a soundtrack on Death Row Records for the short film Murder Was the Case.,1
"""Snoop Dogg put out a soundtrack on Death Row Records for the short film Murder Was the Case.""",1,Snoop Dogg released a soundtrack on Death Row Records for the short film Murder Was the Case.,2
"""A soundtrack for the short film Murder Was the Case was released by Snoop Dogg on Death Row Records.""",1,Snoop Dogg released a soundtrack on Death Row Records for the short film Murder Was the Case.,3
"""On Death Row Records, Snoop Dogg released a soundtrack associated with the short film Murder Was the Case.""",1,Snoop Dogg released a soundtrack on Death Row Records for the short film Murder Was the Case.,4
Warm Leatherette is by anyone but a Jamaican-born singer.,0,Warm Leatherette is by anyone but a Jamaican-born singer.,0
"""Warm Leatherette is performed by a singer who is not Jamaican-born.""",0,Warm Leatherette is by anyone but a Jamaican-born singer.,1
"""A Jamaican-born singer is not the artist behind Warm Leatherette.""",0,Warm Leatherette is by anyone but a Jamaican-born singer.,2
"""The singer of Warm Leatherette is not someone who was born in Jamaica.""",0,Warm Leatherette is by anyone but a Jamaican-born singer.,3
"""Warm Leatherette is not by a singer who was born in Jamaica.""",0,Warm Leatherette is by anyone but a Jamaican-born singer.,4
The Boston Celtics share an arena with an amateur ice hockey team.,0,The Boston Celtics share an arena with an amateur ice hockey team.,0
An amateur ice hockey team shares an arena with the Boston Celtics.,0,The Boston Celtics share an arena with an amateur ice hockey team.,1
The arena of the Boston Celtics is also used by an amateur ice hockey team.,0,The Boston Celtics share an arena with an amateur ice hockey team.,2
An arena is shared by the Boston Celtics and an amateur ice hockey team.,0,The Boston Celtics share an arena with an amateur ice hockey team.,3
There is an arena that the Boston Celtics and an amateur ice hockey team both use.,0,The Boston Celtics share an arena with an amateur ice hockey team.,4
The Sopranos premiered on the big screen.,0,The Sopranos premiered on the big screen.,0
"""The big screen saw the premiere of The Sopranos.""",0,The Sopranos premiered on the big screen.,1
"""The Sopranos made its debut on the big screen.""",0,The Sopranos premiered on the big screen.,2
"""On the big screen, The Sopranos had its premiere.""",0,The Sopranos premiered on the big screen.,3
"""The premiere of The Sopranos took place on the big screen.""",0,The Sopranos premiered on the big screen.,4
Whiplash features J. K. Simmons.,1,Whiplash features J. K. Simmons.,0
J. K. Simmons is featured in Whiplash.,1,Whiplash features J. K. Simmons.,1
"In Whiplash, J. K. Simmons appears.",1,Whiplash features J. K. Simmons.,2
Whiplash includes J. K. Simmons in its cast.,1,Whiplash features J. K. Simmons.,3
J. K. Simmons plays a role in Whiplash.,1,Whiplash features J. K. Simmons.,4
The Who included philosopher Zak Starkey.,0,The Who included philosopher Zak Starkey.,0
Philosopher Zak Starkey was part of The Who.,0,The Who included philosopher Zak Starkey.,1
The Who featured philosopher Zak Starkey.,0,The Who included philosopher Zak Starkey.,2
Included in The Who was philosopher Zak Starkey.,0,The Who included philosopher Zak Starkey.,3
Philosopher Zak Starkey was included in The Who.,0,The Who included philosopher Zak Starkey.,4
"Rescue Me ended on July 7, 2011.",0,"Rescue Me ended on July 7, 2011.",0
"""The series Rescue Me concluded on July 7, 2011.""",0,"Rescue Me ended on July 7, 2011.",1
"""On July 7, 2011, Rescue Me came to an end.""",0,"Rescue Me ended on July 7, 2011.",2
"""July 7, 2011, marked the end of Rescue Me.""",0,"Rescue Me ended on July 7, 2011.",3
"""Rescue Me finished airing on July 7, 2011.""",0,"Rescue Me ended on July 7, 2011.",4
"On average, Antarctica has the highest average elevation of all the continents.",1,"On average, Antarctica has the highest average elevation of all the continents.",0
"Antarctica has the highest average elevation compared to all other continents, on average.",1,"On average, Antarctica has the highest average elevation of all the continents.",1
"Among all the continents, Antarctica features the highest average elevation, on average.",1,"On average, Antarctica has the highest average elevation of all the continents.",2
The average elevation of Antarctica is the highest of any continent.,1,"On average, Antarctica has the highest average elevation of all the continents.",3
"When considering average elevation, Antarctica ranks as the highest among all continents.",1,"On average, Antarctica has the highest average elevation of all the continents.",4
"Jing Tian died on July 21, 1988.",0,"Jing Tian died on July 21, 1988.",0
"On July 21, 1988, Jing Tian passed away.",0,"Jing Tian died on July 21, 1988.",1
"Jing Tian passed on July 21, 1988.",0,"Jing Tian died on July 21, 1988.",2
"The date of Jing Tian's death was July 21, 1988.",0,"Jing Tian died on July 21, 1988.",3
"July 21, 1988, marks the day Jing Tian died.",0,"Jing Tian died on July 21, 1988.",4
Weightlifting Fairy Kim Bok-joo is not from South Korea.,0,Weightlifting Fairy Kim Bok-joo is not from South Korea.,0
"Kim Bok-joo, known as the Weightlifting Fairy, is not originally from South Korea.",0,Weightlifting Fairy Kim Bok-joo is not from South Korea.,1
The character Weightlifting Fairy Kim Bok-joo does not hail from South Korea.,0,Weightlifting Fairy Kim Bok-joo is not from South Korea.,2
"Not from South Korea, Weightlifting Fairy Kim Bok-joo is a character who is well known.",0,Weightlifting Fairy Kim Bok-joo is not from South Korea.,3
Weightlifting Fairy Kim Bok-joo is not a South Korean.,0,Weightlifting Fairy Kim Bok-joo is not from South Korea.,4
La La Anthony was in November Rule and Destined.,1,La La Anthony was in November Rule and Destined.,0
"In ""November Rule"" and ""Destined,"" La La Anthony made an appearance.",1,La La Anthony was in November Rule and Destined.,1
"La La Anthony appeared in both ""Destined"" and ""November Rule.""",1,La La Anthony was in November Rule and Destined.,2
"The films ""November Rule"" and ""Destined"" featured La La Anthony.",1,La La Anthony was in November Rule and Destined.,3
"La La Anthony was featured in ""Destined"" and ""November Rule.""",1,La La Anthony was in November Rule and Destined.,4
The Fujistsu iPAD was teased but never released.,0,The Fujistsu iPAD was teased but never released.,0
The Fujitsu iPAD was hinted at but ultimately not launched.,0,The Fujistsu iPAD was teased but never released.,1
"Although the Fujitsu iPAD was showcased, it was never made available.",0,The Fujistsu iPAD was teased but never released.,2
The Fujitsu iPAD received some promotion but was never put on the market.,0,The Fujistsu iPAD was teased but never released.,3
"Teasers for the Fujitsu iPAD were presented, but the product was never released.",0,The Fujistsu iPAD was teased but never released.,4
The 84th Academy Awards snubbed Beginners.,0,The 84th Academy Awards snubbed Beginners.,0
"""Beginners was overlooked by the 84th Academy Awards.""",0,The 84th Academy Awards snubbed Beginners.,1
"""The 84th Academy Awards did not recognize Beginners.""",0,The 84th Academy Awards snubbed Beginners.,2
"""Beginners was not acknowledged at the 84th Academy Awards.""",0,The 84th Academy Awards snubbed Beginners.,3
"""The 84th Academy Awards failed to honor Beginners.""",0,The 84th Academy Awards snubbed Beginners.,4
Canada lacks a constitution.,0,Canada lacks a constitution.,0
"""There is no constitution in Canada.""",0,Canada lacks a constitution.,1
"""Canada does not have a constitution.""",0,Canada lacks a constitution.,2
"""A constitution is absent in Canada.""",0,Canada lacks a constitution.,3
"""Canada is without a constitution.""",0,Canada lacks a constitution.,4
J. Cole was born in 1986.,0,J. Cole was born in 1986.,0
"In 1986, J. Cole was born.",0,J. Cole was born in 1986.,1
The year 1986 marks the birth of J. Cole.,0,J. Cole was born in 1986.,2
J. Cole's birth took place in 1986.,0,J. Cole was born in 1986.,3
"Born in 1986, J. Cole came into the world that year.",0,J. Cole was born in 1986.,4
True Detective's second season was not set in the United States.,0,True Detective's second season was not set in the United States.,0
The setting of True Detective's second season was outside of the United States.,0,True Detective's second season was not set in the United States.,1
True Detective's second season did not take place in the United States.,0,True Detective's second season was not set in the United States.,2
The United States was not the location for the second season of True Detective.,0,True Detective's second season was not set in the United States.,3
"In the second season of True Detective, the setting was not in the United States.",0,True Detective's second season was not set in the United States.,4
Jennifer Grey was in Dirty Dancing.,1,Jennifer Grey was in Dirty Dancing.,0
"""Dirty Dancing featured Jennifer Grey.""",1,Jennifer Grey was in Dirty Dancing.,1
"""Jennifer Grey appeared in the film Dirty Dancing.""",1,Jennifer Grey was in Dirty Dancing.,2
"""In the movie Dirty Dancing, Jennifer Grey had a role.""",1,Jennifer Grey was in Dirty Dancing.,3
"""Jennifer Grey was part of the cast in Dirty Dancing.""",1,Jennifer Grey was in Dirty Dancing.,4
Glee has a karaoke game on the PS4.,0,Glee has a karaoke game on the PS4.,0
There is a karaoke game for Glee available on the PS4.,0,Glee has a karaoke game on the PS4.,1
"On the PS4, Glee features a karaoke game.",0,Glee has a karaoke game on the PS4.,2
A karaoke game based on Glee can be found on the PS4.,0,Glee has a karaoke game on the PS4.,3
Glee offers a karaoke game that is playable on the PS4.,0,Glee has a karaoke game on the PS4.,4
Susan Sarandon debuted on Broadway in 1999.,0,Susan Sarandon debuted on Broadway in 1999.,0
"In 1999, Susan Sarandon made her Broadway debut.",0,Susan Sarandon debuted on Broadway in 1999.,1
The year 1999 marked Susan Sarandon's first appearance on Broadway.,0,Susan Sarandon debuted on Broadway in 1999.,2
Susan Sarandon's Broadway debut took place in 1999.,0,Susan Sarandon debuted on Broadway in 1999.,3
It was in 1999 that Susan Sarandon first appeared on Broadway.,0,Susan Sarandon debuted on Broadway in 1999.,4
